,alert_strategy,alert_description,alert_status,alert_time,strategy_category,collection_plugin,label
1382,,"Stand-alone performance is abnormal: the current value of cpu usage[xxm] is xx, which is greater than xx",,1671608228,Others,plugin_B,Noise
1383,,"Stand-alone performance is abnormal: the current value of cpu usage[xxm] is xx, which is greater than xx",,1671607625,Others,plugin_B,Noise
1384,,"Stand-alone performance is abnormal: the current value of cpu usage[xxm] is xx, which is greater than xx",,1671604929,Others,plugin_B,Noise
1385,,[RailFormalEnv]: PATH {service}: physical memory size error.,,1671602047,Others,plugin_B,Noise
1386,,"Stand-alone performance is abnormal: the current value of cpu usage[xxm] is xx, which is greater than xx",,1671597730,Others,plugin_B,Noise
1387,,"Stand-alone performance is abnormal: the current value of cpu usage[xxm] is xx, which is greater than xx",,1671591119,Others,plugin_B,Noise
1388,,"Stand-alone performance is abnormal: the current value of cpu usage[xxm] is xx, which is greater than xx",,1671589614,Others,plugin_B,Noise
1389,,"Stand-alone performance is abnormal: the current value of cpu usage[xxm] is xx, which is greater than xx",,1671587809,Others,plugin_B,Noise
1390,,"Stand-alone performance is abnormal: the current value of cpu usage[xxm] is xx, which is greater than xx",,1671585716,Others,plugin_B,Noise
1391,,"Stand-alone performance is abnormal: the current value of cpu usage[xxm] is xx, which is greater than xx",,1671585123,Others,plugin_B,Noise
1392,,"WeGame_Formal
abnormal progress list:
payment_2_midas_check
refund_2_midas_middle_check
unhandled abnormal table list(name,type,num):
abnormal_middle_payment_log xx(to_midas) xx
abnormal_middle_payment_log xx(to_midas) xx
abnormal_middle_payment_log xx(to_activate) xx
abnormal_middle_payment_log xx(to_activate) xx
abnormal_middle_refund_log xx(to_midas) xx
abnormal_middle_refund_log xx(to_midas) xx
abnormal_middle_refund_log xx(to_activate) xx
abnormal_original_activate_log xx(to_cdkey) xx
abnormal_original_payment_log xx(self) xx
abnormal_original_refund_log xx(to_activate) xx",,1671584409,Others,plugin_B,Noise
1393,,[RailFormalEnv]: PATH {service}: physical memory size error.,,1671584134,Others,plugin_B,Noise
1394,,[RailFormalEnv]: PATH {service}: physical memory size error.,,1671582427,Others,plugin_B,Noise
1395,,"Stand-alone performance is abnormal: the current value of cpu usage[xxm] is xx, which is greater than xx",,1671581535,Others,plugin_B,Noise
1396,,"Stand-alone performance is abnormal: the current value of intranet outbound traffic[Mbps] is xx, which is greater than xx",,1671580953,Others,plugin_B,Noise
1397,,"Stand-alone performance is abnormal: the current value of intranet outbound traffic[Mbps] is xx, which is greater than xx",,1671578808,Others,plugin_B,Noise
1398,,"Stand-alone performance is abnormal: the current value of intranet outbound traffic[Mbps] is xx, which is greater than xx",,1671574298,Others,plugin_B,Noise
1399,,"Stand-alone performance is abnormal: the current value of intranet outbound traffic[Mbps] is xx, which is greater than xx",,1671573107,Others,plugin_B,Noise
1400,,"Stand-alone performance is abnormal: the current value of cpu usage[xxm] is xx, which is greater than xx",,1671571080,Others,plugin_B,Noise
1401,,"Stand-alone performance is abnormal: the current value of cpu usage[xxm] is xx, which is greater than xx",,1671571080,Others,plugin_B,Noise
1402,,"Stand-alone performance is abnormal: the current value of cpu usage[xxm] is xx, which is greater than xx",,1671571016,Others,plugin_B,Noise
1403,,"Stand-alone performance is abnormal: the current value of cpu usage[xxm] is xx, which is greater than xx",,1671571013,Others,plugin_B,Noise
1404,,"Stand-alone performance is abnormal: the current value of cpu usage[xxm] is xx, which is greater than xx",,1671571015,Others,plugin_B,Noise
1405,,"Stand-alone performance is abnormal: the current value of cpu usage[xxm] is xx, which is greater than xx",,1671571015,Others,plugin_B,Noise
1406,,"Stand-alone performance is abnormal: the current value of cpu usage[xxm] is xx, which is greater than xx",,1671570721,Others,plugin_B,Event
1407,,"Stand-alone performance is abnormal: the current value of cpu usage[xxm] is xx, which is greater than xx",,1671570730,Others,plugin_B,Event
1408,,"Stand-alone performance is abnormal: the current value of cpu usage[xxm] is xx, which is greater than xx",,1671570730,Others,plugin_B,Event
1409,,"Stand-alone performance is abnormal: the current value of cpu usage[xxm] is xx, which is greater than xx",,1671570730,Others,plugin_B,Event
1410,,"Stand-alone performance is abnormal: the current value of cpu usage[xxm] is xx, which is greater than xx",,1671570732,Others,plugin_B,Event
1411,,"Stand-alone performance is abnormal: the current value of cpu usage[xxm] is xx, which is greater than xx",,1671570732,Others,plugin_B,Event
1412,,"Stand-alone performance is abnormal: the current value of cpu usage[xxm] is xx, which is greater than xx",,1671570732,Others,plugin_B,Event
1413,,"Stand-alone performance is abnormal: the current value of cpu usage[xxm] is xx, which is greater than xx",,1671570745,Others,plugin_B,Event
1414,,"Stand-alone performance is abnormal: the current value of cpu usage[xxm] is xx, which is greater than xx",,1671570745,Others,plugin_B,Event
1415,,"Stand-alone performance is abnormal: the current value of intranet outbound traffic[Mbps] is xx, which is greater than xx",,1671568910,Others,plugin_B,Noise
1416,,"Stand-alone performance is abnormal: the current value of cpu usage[xxm] is xx, which is greater than xx",,1671562315,Others,plugin_B,Noise
1417,,"Stand-alone performance is abnormal: the current value of cpu usage[xxm] is xx, which is greater than xx",,1671560225,Others,plugin_B,Noise
1418,,"Stand-alone performance is abnormal: the current value of cpu usage[xxm] is xx, which is greater than xx",,1671556335,Others,plugin_B,Noise
1419,,"Stand-alone performance is abnormal: the current value of cpu usage[xxm] is xx, which is greater than xx",,1671556313,Others,plugin_B,Noise
1420,,DATE TIME data server ip list is empty,,1671553323,Others,plugin_B,Noise
1421,,"Stand-alone performance is abnormal: the current value of cpu usage[xxm] is xx, which is greater than xx",,1671636132,Others,plugin_B,Noise
1422,,"WeGame_Formal
abnormal progress list:
payment_2_midas_check
refund_2_midas_middle_check
unhandled abnormal table list(name,type,num):
abnormal_middle_payment_log xx(to_midas) xx
abnormal_middle_payment_log xx(to_midas) xx
abnormal_middle_payment_log xx(to_activate) xx
abnormal_middle_payment_log xx(to_activate) xx
abnormal_middle_refund_log xx(to_midas) xx
abnormal_middle_refund_log xx(to_midas) xx
abnormal_middle_refund_log xx(to_activate) xx
abnormal_original_activate_log xx(to_cdkey) xx
abnormal_original_payment_log xx(self) xx
abnormal_original_refund_log xx(to_activate) xx",,1671584409,Others,plugin_B,Noise
1423,,"Stand-alone performance is abnormal: the current value of application memory usage[%] is xx, which is greater than xx",,1671724333,Others,plugin_B,Noise
1424,,[RailFormalEnv]: PATH {service}: physical memory size error.,,1671717492,Others,plugin_B,Noise
1425,,"Stand-alone performance is abnormal: the current value of cpu usage[xxm] is xx, which is greater than xx",,1671712912,Others,plugin_B,Noise
1426,,"Stand-alone performance is abnormal: the current value of cpu usage[xxm] is xx, which is greater than xx",,1671708129,Others,plugin_B,Noise
1427,,"Stand-alone performance is abnormal: the current value of cpu usage[xxm] is xx, which is greater than xx",,1671705140,Others,plugin_B,Noise
1428,,[appstore_server@IP]: rate controller AppstoreInternalWrite has overloaded at DATE TIME,,1671699405,Others,plugin_B,Event
1429,,[appstore_server@IP]: rate controller AppstoreInternalWrite has overloaded at DATE TIME,,1671699403,Others,plugin_B,Event
1430,,[appstore_server@IP]: rate controller AppstoreInternalWrite has overloaded at DATE TIME,,1671699405,Others,plugin_B,Event
1431,,[appstore_server@IP]: rate controller AppstoreInternalWrite has overloaded at DATE TIME,,1671699405,Others,plugin_B,Event
1432,,[appstore_server@IP]: rate controller AppstoreInternalWrite has overloaded at DATE TIME,,1671699408,Others,plugin_B,Event
1433,,[appstore_server@IP]: rate controller AppstoreInternalWrite has overloaded at DATE TIME,,1671699408,Others,plugin_B,Event
1434,,[appstore_server@IP]: rate controller AppstoreInternalWrite has overloaded at DATE TIME,,1671699409,Others,plugin_B,Event
1435,,"Stand-alone performance is abnormal: the current value of cpu usage[xxm] is xx, which is greater than xx",,1671697333,Others,plugin_B,Noise
1436,,[appstore_internal_server@IP]: rate controller AppstoreInternalWrite has overloaded at DATE TIME,,1671690724,Others,plugin_B,Noise
1437,,[appstore_internal_server@IP]: rate controller AppstoreInternalWrite has overloaded at DATE TIME,,1671690725,Others,plugin_B,Noise
1438,,"Stand-alone performance is abnormal: the current value of cpu usage[xxm] is xx, which is greater than xx",,1671684431,Others,plugin_B,Noise
1439,,"Stand-alone performance is abnormal: the current value of application memory usage[%] is xx, which is greater than xx",,1671676610,Others,plugin_B,Noise
1440,,"Stand-alone performance is abnormal: the current value of cpu usage[xxm] is xx, which is greater than xx",,1671675722,Others,plugin_B,Noise
1441,,"Stand-alone performance is abnormal: the current value of cpu usage[xxm] is xx, which is greater than xx",,1671675421,Others,plugin_B,Noise
1442,,"WeGame_Formal
abnormal progress list:
payment_2_midas_check
refund_2_midas_middle_check
unhandled abnormal table list(name,type,num):
abnormal_middle_payment_log xx(to_midas) xx
abnormal_middle_payment_log xx(to_midas) xx
abnormal_middle_payment_log xx(to_activate) xx
abnormal_middle_payment_log xx(to_activate) xx
abnormal_middle_refund_log xx(to_midas) xx
abnormal_middle_refund_log xx(to_midas) xx
abnormal_middle_refund_log xx(to_activate) xx
abnormal_original_activate_log xx(to_cdkey) xx
abnormal_original_payment_log xx(self) xx
abnormal_original_refund_log xx(to_activate) xx",,1671670812,Others,plugin_B,Noise
1443,,"Stand-alone performance is abnormal: the current value of cpu usage[xxm] is xx, which is greater than xx",,1671664912,Others,plugin_B,Noise
1444,,"Stand-alone performance is abnormal: the current value of intranet outbound traffic[Mbps] is xx, which is greater than xx",,1671663725,Others,plugin_B,Noise
1445,,"Stand-alone performance is abnormal: the current value of intranet outbound traffic[Mbps] is xx, which is greater than xx",,1671662502,Others,plugin_B,Noise
1446,,"Stand-alone performance is abnormal: the current value of intranet outbound traffic[Mbps] is xx, which is greater than xx",,1671662217,Others,plugin_B,Noise
1447,,"Stand-alone performance is abnormal: the current value of cpu usage[xxm] is xx, which is greater than xx",,1671657725,Others,plugin_B,Noise
1448,,"Stand-alone performance is abnormal: the current value of cpu usage[xxm] is xx, which is greater than xx",,1671657428,Others,plugin_B,Event
1449,,"Stand-alone performance is abnormal: the current value of cpu usage[xxm] is xx, which is greater than xx",,1671657434,Others,plugin_B,Event
1450,,"Stand-alone performance is abnormal: the current value of cpu usage[xxm] is xx, which is greater than xx",,1671657443,Others,plugin_B,Event
1451,,"Stand-alone performance is abnormal: the current value of cpu usage[xxm] is xx, which is greater than xx",,1671657443,Others,plugin_B,Event
1452,,"Stand-alone performance is abnormal: the current value of cpu usage[xxm] is xx, which is greater than xx",,1671657443,Others,plugin_B,Event
1453,,"Stand-alone performance is abnormal: the current value of cpu usage[xxm] is xx, which is greater than xx",,1671657443,Others,plugin_B,Event
1454,,"Stand-alone performance is abnormal: the current value of cpu usage[xxm] is xx, which is greater than xx",,1671657417,Others,plugin_B,Event
1455,,"Stand-alone performance is abnormal: the current value of cpu usage[xxm] is xx, which is greater than xx",,1671657127,Others,plugin_B,Event
1456,,"Stand-alone performance is abnormal: the current value of cpu usage[xxm] is xx, which is greater than xx",,1671657127,Others,plugin_B,Event
1457,,"Stand-alone performance is abnormal: the current value of cpu usage[xxm] is xx, which is greater than xx",,1671657127,Others,plugin_B,Event
1458,,"Stand-alone performance is abnormal: the current value of cpu usage[xxm] is xx, which is greater than xx",,1671657129,Others,plugin_B,Event
1459,,"Stand-alone performance is abnormal: the current value of cpu usage[xxm] is xx, which is greater than xx",,1671657138,Others,plugin_B,Event
1460,,"Stand-alone performance is abnormal: the current value of cpu usage[xxm] is xx, which is greater than xx",,1671657138,Others,plugin_B,Event
1461,,"Stand-alone performance is abnormal: the current value of cpu usage[xxm] is xx, which is greater than xx",,1671657138,Others,plugin_B,Event
1462,,"Stand-alone performance is abnormal: the current value of cpu usage[xxm] is xx, which is greater than xx",,1671657138,Others,plugin_B,Event
1463,,"Stand-alone performance is abnormal: the current value of cpu usage[xxm] is xx, which is greater than xx",,1671656231,Others,plugin_B,Noise
1464,,"Stand-alone performance is abnormal: the current value of intranet outbound traffic[Mbps] is xx, which is greater than xx",,1671655302,Others,plugin_B,Noise
1465,,"Stand-alone performance is abnormal: the current value of cpu usage[xxm] is xx, which is greater than xx",,1671655313,Others,plugin_B,Noise
1466,,"Stand-alone performance is abnormal: the current value of cpu usage[xxm] is xx, which is greater than xx",,1671649919,Others,plugin_B,Noise
1467,,"Stand-alone performance is abnormal: the current value of cpu usage[xxm] is xx, which is greater than xx",,1671649324,Others,plugin_B,Noise
1468,,"Stand-alone performance is abnormal: the current value of cpu usage[xxm] is xx, which is greater than xx",,1671646612,Others,plugin_B,Noise
1469,,"Stand-alone performance is abnormal: the current value of cpu usage[xxm] is xx, which is greater than xx",,1671642711,Others,plugin_B,Noise
1470,,"Stand-alone performance is abnormal: the current value of cpu usage[xxm] is xx, which is greater than xx",,1671642712,Others,plugin_B,Noise
1471,,"Stand-alone performance is abnormal: the current value of cpu usage[xxm] is xx, which is greater than xx",,1671640910,Others,plugin_B,Noise
1472,,[RailFormalEnv]: PATH {service}: physical memory size error.,,1671640090,Others,plugin_B,Noise
1473,,DATE TIME data server ip list is empty,,1671638412,Others,plugin_B,Noise
1474,,"Stand-alone performance is abnormal: the current value of application memory usage[%] is xx, which is greater than xx",,1671724333,Others,plugin_B,Noise
1475,,"WeGame_Formal
abnormal progress list:
payment_2_midas_check
refund_2_midas_middle_check
unhandled abnormal table list(name,type,num):
abnormal_middle_payment_log xx(to_midas) xx
abnormal_middle_payment_log xx(to_midas) xx
abnormal_middle_payment_log xx(to_activate) xx
abnormal_middle_payment_log xx(to_activate) xx
abnormal_middle_refund_log xx(to_midas) xx
abnormal_middle_refund_log xx(to_midas) xx
abnormal_middle_refund_log xx(to_activate) xx
abnormal_original_activate_log xx(to_cdkey) xx
abnormal_original_payment_log xx(self) xx
abnormal_original_refund_log xx(to_activate) xx",,1671670812,Others,plugin_B,Noise
1476,,"Stand-alone performance is abnormal: the current value of application memory usage[%] is xx, which is greater than xx",,1671810727,Others,plugin_B,Noise
1477,,"Stand-alone performance is abnormal: the current value of application memory usage[%] is xx, which is greater than xx",,1671807109,Others,plugin_B,Noise
1478,,[RailFormalEnv]: PATH {service}: physical memory size error.,,1671806166,Others,plugin_B,Noise
1479,,[RailFormalEnv]: PATH {service}: physical memory size error.,,1671804382,Others,plugin_B,Noise
1480,,"Stand-alone performance is abnormal: the current value of cpu usage[xxm] is xx, which is greater than xx",,1671799323,Others,plugin_B,Noise
1481,,"Stand-alone performance is abnormal: the current value of cpu usage[xxm] is xx, which is greater than xx",,1671797815,Others,plugin_B,Noise
1482,,Agent has not reported data for xx minutes,,1671797006,Others,plugin_B,Noise
1483,,"Stand-alone performance is abnormal: the current value of cpu usage[xxm] is xx, which is greater than xx",,1671795711,Others,plugin_B,Noise
1484,,"Stand-alone performance is abnormal: the current value of application memory usage[%] is xx, which is greater than xx",,1671790022,Others,plugin_B,Noise
1485,,"Stand-alone performance is abnormal: the current value of cpu usage[xxm] is xx, which is greater than xx",,1671789412,Others,plugin_B,Noise
1486,,"Stand-alone performance is abnormal: the current value of cpu usage[xxm] is xx, which is greater than xx",,1671784622,Others,plugin_B,Noise
1487,,"Stand-alone performance is abnormal: the current value of application memory usage[%] is xx, which is greater than xx",,1671779806,Others,plugin_B,Noise
1488,,"Stand-alone performance is abnormal: the current value of cpu usage[xxm] is xx, which is greater than xx",,1671777419,Others,plugin_B,Noise
1489,,"Stand-alone performance is abnormal: the current value of cpu usage[xxm] is xx, which is greater than xx",,1671776530,Others,plugin_B,Noise
1490,,"Stand-alone performance is abnormal: the current value of application memory usage[%] is xx, which is greater than xx",,1671769013,Others,plugin_B,Noise
1491,,[RailFormalEnv]: PATH {service}: physical memory size error.,,1671768627,Others,plugin_B,Noise
1492,,System restart warning,,1671762530,Others,plugin_B,Noise
1493,,"Stand-alone performance is abnormal: the current value of cpu usage[xxm] is xx, which is greater than xx",,1671762425,Others,plugin_B,Noise
1494,,"[dedicated_game_server_manage@IP:xx]: exited, restart success",,1671760970,Others,plugin_B,Noise
1495,,Agent has not reported data for xx minutes,,1671760473,Others,plugin_B,Noise
1496,,[RailFormalEnv]: PATH {service}: physical memory size error.,,1671760382,Others,plugin_B,Noise
1497,,Ping IP unreachable,,1671760395,Others,plugin_B,Noise
1498,,"WeGame_Formal
abnormal progress list:
payment_2_midas_check
refund_2_midas_middle_check
unhandled abnormal table list(name,type,num):
abnormal_middle_payment_log xx(to_midas) xx
abnormal_middle_payment_log xx(to_midas) xx
abnormal_middle_payment_log xx(to_activate) xx
abnormal_middle_payment_log xx(to_activate) xx
abnormal_middle_refund_log xx(to_midas) xx
abnormal_middle_refund_log xx(to_midas) xx
abnormal_middle_refund_log xx(to_activate) xx
abnormal_original_activate_log xx(to_cdkey) xx
abnormal_original_payment_log xx(self) xx
abnormal_original_refund_log xx(to_activate) xx",,1671757210,Others,plugin_B,Noise
1499,,"Stand-alone performance is abnormal: the current value of cpu usage[xxm] is xx, which is greater than xx",,1671756730,Others,plugin_B,Noise
1500,,"Stand-alone performance is abnormal: the current value of application memory usage[%] is xx, which is greater than xx",,1671755504,Others,plugin_B,Noise
1501,,"Stand-alone performance is abnormal: the current value of intranet outbound traffic[Mbps] is xx, which is greater than xx",,1671753127,Others,plugin_B,Noise
1502,,"Stand-alone performance is abnormal: the current value of intranet outbound traffic[Mbps] is xx, which is greater than xx",,1671752810,Others,plugin_B,Noise
1503,,"Stand-alone performance is abnormal: the current value of cpu usage[xxm] is xx, which is greater than xx",,1671749821,Others,plugin_B,Noise
1504,,"Stand-alone performance is abnormal: the current value of intranet outbound traffic[Mbps] is xx, which is greater than xx",,1671745300,Others,plugin_B,Noise
1505,,"Stand-alone performance is abnormal: the current value of cpu usage[xxm] is xx, which is greater than xx",,1671744754,Others,plugin_B,Noise
1506,,"Stand-alone performance is abnormal: the current value of cpu usage[xxm] is xx, which is greater than xx",,1671743836,Others,plugin_B,Event
1507,,"Stand-alone performance is abnormal: the current value of cpu usage[xxm] is xx, which is greater than xx",,1671743836,Others,plugin_B,Event
1508,,"Stand-alone performance is abnormal: the current value of cpu usage[xxm] is xx, which is greater than xx",,1671743838,Others,plugin_B,Event
1509,,"Stand-alone performance is abnormal: the current value of cpu usage[xxm] is xx, which is greater than xx",,1671743809,Others,plugin_B,Event
1510,,"Stand-alone performance is abnormal: the current value of cpu usage[xxm] is xx, which is greater than xx",,1671743811,Others,plugin_B,Event
1511,,"Stand-alone performance is abnormal: the current value of cpu usage[xxm] is xx, which is greater than xx",,1671743811,Others,plugin_B,Event
1512,,"Stand-alone performance is abnormal: the current value of cpu usage[xxm] is xx, which is greater than xx",,1671743811,Others,plugin_B,Event
1513,,"Stand-alone performance is abnormal: the current value of intranet outbound traffic[Mbps] is xx, which is greater than xx",,1671743811,Others,plugin_B,Noise
1514,,"Stand-alone performance is abnormal: the current value of cpu usage[xxm] is xx, which is greater than xx",,1671743519,Others,plugin_B,Event
1515,,"Stand-alone performance is abnormal: the current value of cpu usage[xxm] is xx, which is greater than xx",,1671743523,Others,plugin_B,Event
1516,,"Stand-alone performance is abnormal: the current value of cpu usage[xxm] is xx, which is greater than xx",,1671743508,Others,plugin_B,Event
1517,,"Stand-alone performance is abnormal: the current value of cpu usage[xxm] is xx, which is greater than xx",,1671743508,Others,plugin_B,Event
1518,,"Stand-alone performance is abnormal: the current value of cpu usage[xxm] is xx, which is greater than xx",,1671743517,Others,plugin_B,Event
1519,,"Stand-alone performance is abnormal: the current value of cpu usage[xxm] is xx, which is greater than xx",,1671743517,Others,plugin_B,Event
1520,,"Stand-alone performance is abnormal: the current value of cpu usage[xxm] is xx, which is greater than xx",,1671743519,Others,plugin_B,Event
1521,,"Stand-alone performance is abnormal: the current value of cpu usage[xxm] is xx, which is greater than xx",,1671736913,Others,plugin_B,Noise
1522,,"Stand-alone performance is abnormal: the current value of cpu usage[xxm] is xx, which is greater than xx",,1671733029,Others,plugin_B,Noise
1523,,Agent has not reported data for xx minutes,,1671732154,Others,plugin_B,Noise
1524,,"Stand-alone performance is abnormal: the current value of cpu usage[xxm] is xx, which is greater than xx",,1671729115,Others,plugin_B,Noise
1525,,"Stand-alone performance is abnormal: the current value of cpu usage[xxm] is xx, which is greater than xx",,1671728545,Others,plugin_B,Noise
1526,,[RailFormalEnv]: PATH {service}: physical memory size error.,,1671727759,Others,plugin_B,Noise
1527,,DATE TIME data server ip list is empty,,1671724809,Others,plugin_B,Noise
1528,,"Stand-alone performance is abnormal: the current value of application memory usage[%] is xx, which is greater than xx",,1671810727,Others,plugin_B,Noise
1529,,[RailFormalEnv]: PATH {service}: physical memory size error.,,1671806166,Others,plugin_B,Noise
1530,,"WeGame_Formal
abnormal progress list:
payment_2_midas_check
refund_2_midas_middle_check
unhandled abnormal table list(name,type,num):
abnormal_middle_payment_log xx(to_midas) xx
abnormal_middle_payment_log xx(to_midas) xx
abnormal_middle_payment_log xx(to_activate) xx
abnormal_middle_payment_log xx(to_activate) xx
abnormal_middle_refund_log xx(to_midas) xx
abnormal_middle_refund_log xx(to_midas) xx
abnormal_middle_refund_log xx(to_activate) xx
abnormal_original_activate_log xx(to_cdkey) xx
abnormal_original_payment_log xx(self) xx
abnormal_original_refund_log xx(to_activate) xx",,1671757210,Others,plugin_B,Noise
1531,,"Stand-alone performance is abnormal: the current value of cpu usage[xxm] is xx, which is greater than xx",,1671895920,Others,plugin_B,Noise
1532,,"Stand-alone performance is abnormal: the current value of cpu usage[xxm] is xx, which is greater than xx",,1671891713,Others,plugin_B,Noise
1533,,[RailFormalEnv]: PATH {service}: physical memory size error.,,1671881448,Others,plugin_B,Noise
1534,,"Stand-alone performance is abnormal: the current value of cpu usage[xxm] is xx, which is greater than xx",,1671874612,Others,plugin_B,Noise
1535,,"Stand-alone performance is abnormal: the current value of cpu usage[xxm] is xx, which is greater than xx",,1671873415,Others,plugin_B,Noise
1536,,,,1671870337,Others,uwork,Noise
1537,,"Stand-alone performance is abnormal: the current value of cpu usage[xxm] is xx, which is greater than xx",,1671867717,Others,plugin_B,Noise
1538,,"Stand-alone performance is abnormal: the current value of cpu usage[xxm] is xx, which is greater than xx",,1671862911,Others,plugin_B,Noise
1539,,"Stand-alone performance is abnormal: the current value of cpu usage[xxm] is xx, which is greater than xx",,1671858123,Others,plugin_B,Noise
1540,,"Stand-alone performance is abnormal: the current value of application memory usage[%] is xx, which is greater than xx",,1671854214,Others,plugin_B,Noise
1541,,"Stand-alone performance is abnormal: the current value of cpu usage[xxm] is xx, which is greater than xx",,1671853644,Others,plugin_B,Noise
1542,,"Stand-alone performance is abnormal: the current value of cpu usage[xxm] is xx, which is greater than xx",,1671847323,Others,plugin_B,Noise
1543,,"Stand-alone performance is abnormal: the current value of cpu usage[xxm] is xx, which is greater than xx",,1671847018,Others,plugin_B,Noise
1544,,[RailFormalEnv]: PATH {service}: physical memory size error.,,1671845693,Others,plugin_B,Noise
1545,,"WeGame_Formal
abnormal progress list:
payment_2_midas_check
refund_2_midas_middle_check
unhandled abnormal table list(name,type,num):
abnormal_middle_payment_log xx(to_midas) xx
abnormal_middle_payment_log xx(to_midas) xx
abnormal_middle_payment_log xx(to_activate) xx
abnormal_middle_payment_log xx(to_activate) xx
abnormal_middle_refund_log xx(to_midas) xx
abnormal_middle_refund_log xx(to_midas) xx
abnormal_middle_refund_log xx(to_activate) xx
abnormal_original_activate_log xx(to_cdkey) xx
abnormal_original_payment_log xx(self) xx
abnormal_original_refund_log xx(to_activate) xx",,1671843612,Others,plugin_B,Noise
1546,,"Stand-alone performance is abnormal: the current value of cpu usage[xxm] is xx, which is greater than xx",,1671842223,Others,plugin_B,Noise
1547,,"Stand-alone performance is abnormal: the current value of application memory usage[%] is xx, which is greater than xx",,1671840430,Others,plugin_B,Noise
1548,,"Stand-alone performance is abnormal: the current value of intranet outbound traffic[Mbps] is xx, which is greater than xx",,1671840134,Others,plugin_B,Noise
1549,,"Stand-alone performance is abnormal: the current value of intranet outbound traffic[Mbps] is xx, which is greater than xx",,1671837699,Others,plugin_B,Noise
1550,,"Stand-alone performance is abnormal: the current value of application memory usage[%] is xx, which is greater than xx",,1671835310,Others,plugin_B,Noise
1551,,"Stand-alone performance is abnormal: the current value of intranet outbound traffic[Mbps] is xx, which is greater than xx",,1671834403,Others,plugin_B,Noise
1552,,"Stand-alone performance is abnormal: the current value of application memory usage[%] is xx, which is greater than xx",,1671830832,Others,plugin_B,Noise
1553,,"Stand-alone performance is abnormal: the current value of cpu usage[xxm] is xx, which is greater than xx",,1671830515,Others,plugin_B,Noise
1554,,"Stand-alone performance is abnormal: the current value of cpu usage[xxm] is xx, which is greater than xx",,1671830212,Others,plugin_B,Event
1555,,"Stand-alone performance is abnormal: the current value of cpu usage[xxm] is xx, which is greater than xx",,1671830211,Others,plugin_B,Event
1556,,"Stand-alone performance is abnormal: the current value of cpu usage[xxm] is xx, which is greater than xx",,1671830212,Others,plugin_B,Event
1557,,"Stand-alone performance is abnormal: the current value of cpu usage[xxm] is xx, which is greater than xx",,1671830212,Others,plugin_B,Event
1558,,"Stand-alone performance is abnormal: the current value of cpu usage[xxm] is xx, which is greater than xx",,1671830212,Others,plugin_B,Event
1559,,"Stand-alone performance is abnormal: the current value of cpu usage[xxm] is xx, which is greater than xx",,1671830214,Others,plugin_B,Event
1560,,"Stand-alone performance is abnormal: the current value of cpu usage[xxm] is xx, which is greater than xx",,1671829932,Others,plugin_B,Event
1561,,"Stand-alone performance is abnormal: the current value of cpu usage[xxm] is xx, which is greater than xx",,1671829932,Others,plugin_B,Event
1562,,"Stand-alone performance is abnormal: the current value of cpu usage[xxm] is xx, which is greater than xx",,1671829934,Others,plugin_B,Event
1563,,"Stand-alone performance is abnormal: the current value of cpu usage[xxm] is xx, which is greater than xx",,1671829934,Others,plugin_B,Event
1564,,"Stand-alone performance is abnormal: the current value of cpu usage[xxm] is xx, which is greater than xx",,1671829934,Others,plugin_B,Event
1565,,"Stand-alone performance is abnormal: the current value of cpu usage[xxm] is xx, which is greater than xx",,1671829913,Others,plugin_B,Event
1566,,"Stand-alone performance is abnormal: the current value of cpu usage[xxm] is xx, which is greater than xx",,1671829912,Others,plugin_B,Event
1567,,"Stand-alone performance is abnormal: the current value of cpu usage[xxm] is xx, which is greater than xx",,1671829912,Others,plugin_B,Event
1568,,"Stand-alone performance is abnormal: the current value of cpu usage[xxm] is xx, which is greater than xx",,1671825739,Others,plugin_B,Noise
1569,,"Stand-alone performance is abnormal: the current value of cpu usage[xxm] is xx, which is greater than xx",,1671821529,Others,plugin_B,Noise
1570,,"Stand-alone performance is abnormal: the current value of cpu usage[xxm] is xx, which is greater than xx",,1671815519,Others,plugin_B,Noise
1571,,DATE TIME data server ip list is empty,,1671811202,Others,plugin_B,Noise
1572,,init_crashdump,,1671811231,Others,plugin_B,Noise
1573,,"Stand-alone performance is abnormal: the current value of cpu usage[xxm] is xx, which is greater than xx",,1671895920,Others,plugin_B,Noise
1574,,"WeGame_Formal
abnormal progress list:
payment_2_midas_check
refund_2_midas_middle_check
unhandled abnormal table list(name,type,num):
abnormal_middle_payment_log xx(to_midas) xx
abnormal_middle_payment_log xx(to_midas) xx
abnormal_middle_payment_log xx(to_activate) xx
abnormal_middle_payment_log xx(to_activate) xx
abnormal_middle_refund_log xx(to_midas) xx
abnormal_middle_refund_log xx(to_midas) xx
abnormal_middle_refund_log xx(to_activate) xx
abnormal_original_activate_log xx(to_cdkey) xx
abnormal_original_payment_log xx(self) xx
abnormal_original_refund_log xx(to_activate) xx",,1671843612,Others,plugin_B,Noise
1575,,"Stand-alone performance is abnormal: the current value of cpu usage[xxm] is xx, which is greater than xx",,1671983820,Others,plugin_B,Noise
1576,,"Stand-alone performance is abnormal: the current value of cpu usage[xxm] is xx, which is greater than xx",,1671981106,Others,plugin_B,Noise
1577,,"Stand-alone performance is abnormal: the current value of cpu usage[xxm] is xx, which is greater than xx",,1671952933,Others,plugin_B,Noise
